date,text
1920.08.31,"The last day of August—& what a day! November in the city without the lights. Then the schoolchildren singing, & as I write Lottie chatter-chattering—so I’m out of mood. Detestable grey sky—life has too few days to waste them thus. I must walk my temper off upon the downs. But first I’ve Partridge & Carrington to deal with. Another step has been taken in life: we have a partner & a secretary at a cost of £100. Rash, I suppose; but then what’s the point of life if one’s not rash? Anyhow we step out bold⁠[l]⁠y, & if the Press is to live, it had better run a risk or two. The young man, aged 26, just left Oxford, is a superb body—shoulders like tough oak; health tingling beneath his skin. Merry shrewd eyes. Since George Sturgeon I’m shy of stupid young men; but P. hasn’t that stupidity anyhow. He has been religious; is now socialistic; literature I don’t suppose counts for much: he’s written an essay on Milton, which C. was not struck by. Happily we had fine weather; & sat in the meadow & watched Squire & Sassoon play cricket—the last people I wished to see—Somehow that the downs should be seen by cultivated eyes, self conscious eyes, spoils them to me. I wish there were nothing but Dedmans, Bottens & Staceys in the world; as they alone people the graveyards. Carrington is ardent, robust, scatterbrained, appreciative, a very humble disciple, but with enough character to prevent insipidity. A little ashamed of P., I thought her. But what shoulders! what thickness of bone! He is an admirer of L.’s. Well, how will it turn out? What shall we print?

[H. G.] Wells has asked us to stay. What other news is there? The time seems to race ahead, broken into halves by the post; & I’ve such a litter of books to read—though none to review. A cold, disappointing summer. Finished Sophocles this morning—read mostly at Asheham."
1920.09.08,"Perhaps a little author’s egotism may be allowed—simply that I’ve taken the plunge of refusing my books from the Times, & dictated conditions for the future—only leading articles, or those I suggest myself. No answer from Richmond, so I don’t know his view of it. But, of course, far from being rejected he was respecting my holiday, & suggested a list of victims, Murry & Lawrence among them, at the thought of which I shivered & shuddered, & finally decided to run the risk. At this moment I feel it more of a risk than the day before yesterday, as Lytton, Mary, Clive, came here yesterday, discussed immortality; & I find my bid for it is as letter writer. What about poor Jacob then? & hadn’t I better drive my pen through sheets that pay of a morning, in the intervals of writing letters? Oh vanity, vanity! how it grows on me—how detestable it is—how I swear to crush it out—Learn French is the only thing I can think of. Then I didn’t like Mary; scented, tinted, lewd lipped, & blear eyed; & the consciousness that its the mean side of me that feasts on such garbage; & resentment with her for making me feed on garbage; & she saying sharp things & then hard, & I unable to say out loud “Well then, why come & sit on my lawn?” Why does she? And I always break off ‘poor wretch’—yet not quite magnanimously in her case. L. at tea put me right: M.H. is one of the few people I dislike, I said. No: he replied: one of the many you dislike & like alternately—The bread had not risen—I was worried this morning by school children; & I hate people to compare this to the disadvantage of Asheham—M.H. again. Lytton gave me a lesson in simplicity. If anyone has a right to talk of immortality he has with his 9 editions & so on. Yet when L. severely told him he had no chance of that, he did not narrow his eyes, shift his hands, or do anything but look calm & animated. It was an amusing talk. How far has our set justified its promise? Lytton maintains that in ourselves we are as remarkable as the Johnson set, though our works may perish—still we’re still at the beginning of our works. Then came that about Madame de Sevigné: then Duncan given his chance; I compared E⁠[minent].V⁠[ictorians].’s with Macaulay, & thought Lytton perhaps uncertain about Victoria. Maynard says, however, it should succeed better; indeed is better. Much talk of Athenaeum; Lady Blessington; our printing prospects; before they went. Lytton comes on Friday. After all, isn’t he the choicest of us? And now I can go out & look at the downs—where?"
1920.09.15,"Nelly by the way has now had, I suppose every organ in her body examined, & is pronounced healthy with the exception of her teeth. So that shot of mine seems the true one;—but I confess I don’t look forward to the winter. The fact is the lower classes are detestable.

Something of that reflection I owe to Lytton who has been with us from Friday to Tuesday, & now that the rain is come, I observe maliciously, is with the Hutches at Wittering (Never does Mary darken my door, or shadow my lawn again, I observe)—And that too comes from Lytton—its a consequence of walking all along the flats with him, on a brilliant evening, so up by Northease farm onto the downs. His admiration of the place made up for all disparagement. But see how many little facts, sayings, points of view I collected from him—that Mary dislikes me ‘very feminine’, that Clive is a buffoon, that the lower classes are vulgar & stupid, that the Selby Biggs are useless & pretentious, that we only remain—but that the world’s very amusing & pleasant, on the whole, society agreeable, ‘women essential’; & I think there are one or two doubts of his about the value of his work compared with creating a world of one’s own.

Then ‘Life is very complex’—this murmured, as if intimate, referring to his own difficulties, which I had explained to me on the Roman Road. A repetition of Nick & Barbara [Bagenal]. C⁠[arrington]. lives with P⁠[artridge], till Christmas, then comes to a decision. And we walked all the way to Kingston, talking, back over the flats, talking. Save for shadows that cross & leave him ruffled, he is now uniformly amiable, & takes pains at table—so that something is always on foot. At night we had the first two or three chapters of Victoria—Disgraceful to say I was twice overcome with sleep, owing to our wood fire; but the liveliness of it is such as to make one forget whether its good or not. I dont know what qualities it has. I suspect it depends too much upon amusing quotations, & is too much afraid of dulness to say anything out of the way. Not at all a meditative or profound book; on the other hand, a remarkably composed & homogeneous book. I doubt whether these portraits are true—whether thats not too much the conventional way of making history—But I think I’m coloured by my own wishes, & experimental mood. A miracle in the matter of condensation & composition I suspect. But we are to read it when done. Blessed with fine weather, I could look from my window, through the vine leaves, & see Lytton sitting in the deck chair reading Alfieri from a lovely vellum copy, dutifully looking out words. He wore a white felt hat, & the usual grey clothes; was long, & tapering as usual; looking so mild & so ironical, his beard just cut short. As usual; I got my various impressions: of suavity, a gentle but inflexible honesty; lightning speed; something peevish & exacting; something incessantly living, suffering, reflecting moods. Still he can withdraw in that supercilious way that used to gall me; still show himself superior to me, contemptuous of me—of my morality, that is, not of my mind. For my own encouragement, I may note that he praised the Voyage Out voluntarily; “extremely good” it seemed to him on re-reading, especially the satire of the Dalloways. Night & Day he judges better, on the whole. Well, I can walk & talk with him by the hour.

I should have made more of my release from reviewing. When I’d sent my letter to Richmond, I felt like someone turned out into the open air. Now I’ve written another in the same sense to Murry, returning Mallock; & I believe this is the last book any editor will ever send me. To have broken free at the age of 38 seems a great piece of good fortune—coming at the nick of time, & due of course to L. without whose journalism I couldn’t quit mine. But I quiet my conscience with the belief that a foreign article once a week is of greater worth, less labour, & better paid than my work; & with luck, if I can get my books done, we shall profit in moneymaking eventually. And, when one faces it, the book public is more of an ordeal than the newspaper public, so that I’m not shirking responsibility. Now, of course, I can scarcely believe that I ever wrote reviews weekly; & literary papers have lost all interest for me. Thank God, I’ve stepped clear of that Athenaeum world, with its reviews, editions, lunches, & tittle tattle—I should like never to meet a writer again. The proximity of Mr Addison, reputed editor of The Field, is enough for me. I should like to know masses of sensitive, imaginative, unselfconscious unliterary people, who have never read a book—Now, in the rain, up to Dean, to talk about the door of the coal cellar."
1920.09.17,"Oh still in the rain—the green I see through the window has a sulphur tint in it—perhaps the evening sun is sinking behind Falmer—but the rain rains so as to beat the asters to the ground & wet L. through, going & coming from the E.C. We have been into Lewes nevertheless—by train, & walking home with knapsacks. I bought two pairs of stockings, L. a hair brush. We met Mr Thomas at the halt.

Rough weather! said Leonard.

“It is! It is indeed. But then you see, we are already in autumn. And the sea is only three & a half miles away.” This he said nervously & eagerly, like a child; & then came out with his measurement, the fame of which has reached Rodmell already: 250 tons of rain fell the other night. But the harvest is in. What other news is there? L. caught a bat in our bedroom & killed it with a towel. I thought the lime tree was on us last night. We were wakened by a clap of thunder. Lottie spent the night at Charleston. I write this as if it were to be my last chance. Eliot comes tomorrow. We do not look forward lightly: but its interesting, which is always something. I’ve reached the party in Jacob & write with great pleasure."
1920.09.19,"Eliot is separated only by the floor from me. Nothing in mans or womans shape is any longer capable of upsetting me. The odd thing about Eliot is that his eyes are lively & youthful when the cast of his face & the shape of his sentences is formal & even heavy. Rather like a s⁠[c]⁠ulpted face—no upper lip: formidable, powerful; pale. Then those hazel eyes seeming to escape from the rest of him. We talked—America, Ottoline, aristocracy, printing, Squire, Murry, criticism. “And I behaved like a priggish pompous little ass” was one of his comments upon his own manner at Garsington. He is decidedly of the generation beneath us—I daresay superior—younger, though."
1920.09.20,"To go on with Eliot, as if one were making out a scientific observation—he left last night directly after dinner. He improved as the day went on; laughed more openly; became nicer. L. whose opinion on this matter I respect, found him disappointing in brain—less powerful than he expected, & with little play of mind. I kept myself successfully from being submerged, though feeling the waters rise once or twice. I mean by this that he completely neglected my claims to be a writer, & had I been meek, I suppose I should have gone under—felt him & his views dominant & subversive. He is a consistent specimen of his type, which is opposed to ours. Unfortunately the living writers he admires are Wyndham Lewis & Pound.—Joyce too, but there’s more to be said on this head. We had some talk after tea (I put off the Mayors) about his writing. I suspect him of a good deal of concealed vanity & even anxiety about this.) I taxed him with wilfully concealing his transitions. He said that explanation is unnecessary. If you put it in, you dilute the facts. You should feel these without explanation. My other charge was that a rich & original mind is needed to make such psychological writing of value. He told me he was more interested in people than in anything. He cant read Wordsworth when Wordsworth deals with nature. His turn is for caricature. In trying to define his meaning (‘I dont mean satire’) we foundered. He wants to write a verse play in which the 4 characters of Sweeny act the parts. A personal upheaval of some kind came after Prufrock, & turned him aside from his inclination—to develop in the manner of Henry James. Now he wants to describe externals. Joyce gives internals. His novel Ulysses, presents the life of man in 16 incidents, all taking place (I think) in one day. This, so far as he has seen it, is extremely brilliant, he says. Perhaps we shall try to publish it. Ulysses, according to Joyce, is the greatest character in history⁠[.] Joyce himself is an insignificant man, wearing very thick eyeglasses, a little like Shaw to look at, dull, self-centred, & perfectly self assured. There is much to be said about Eliot from different aspects—for instance, the difficulty of getting into touch with clever people.—& so forth—anaemia, self-consciousness; but also, his mind is not yet blunted or blurred. He wishes to write precise English; but catches himself out in slips; & if anyone asked him whether he meant what he said, he would have to say no, very often. Now in all this L. showed up much better than I did; but I didn’t much mind."
1920.09.26,"But I think I minded more than I let on; for somehow Jacob has come to a stop, in the middle of that party too, which I enjoyed so much. Eliot coming on the heel of a long stretch of writing fiction (2 months without a break) made me listless; cast shade upon me; & the mind when engaged upon fiction wants all its boldness & self-confidence. He said nothing—but I reflected how what I’m doing is probably being better done by Mr Joyce. Then I began to wonder what it is that I am doing: to suspect, as is usual in such cases, that I have not thought my plan out plainly enough—so to dwindle, niggle, hesitate—which means that one’s lost. But I think my 2 months of work are the cause of it, seeing that I now find myself veering round to [John] Evelyn, & even making up a paper upon Women, as a counterblast to Mr Bennett’s adverse views reported in the papers. Two weeks ago I made up Jacob incessantly on my walks. An odd thing the human mind! so capricious, faithless, infinitely shying at shadows. Perhaps at the bottom of my mind, I feel that I’m distanced by L. in every respect.

Went to Charleston for the night; & had a vivid sight of Maynard by lamplight—like a gorged seal, double chin, ledge of red lip, little eyes, sensual, brutal, unimaginative: one of those visions that come from a chance attitude, lost so soon as he turned his head. I suppose though it illustrates something I feel about him. Then he’s read neither of my books—In spite of this I enjoyed myself: L. came over next day & found me neither suicidal nor homicidal. Home we rode after their inconvenient early tea—Charleston time, invented by Maynard, being an hour before summer time. Summer time, by the way is extended for a month, owing to the threat of a strike which I say won’t take place. But what do I know?—can’t master these leading articles. Eliot has sent me his poems, & hopes to maintain contact during the winter. This was the text of much discussion at Charleston; & in private, with N⁠[essa]. & D⁠[uncan]. that is, I divulged my intention to deal no more with M.H. They agreed, I think. N. produced further reasons why I should steer clear.

A hot summer day; too hot standing weeding in the sun. L. is clearing the big bed. Lottie goes tomorrow. Nelly is said to be recovered. No doubt Richmond has something to do with it"
1920.10.01,"Here we are at the last day; the boxes with apples standing open—this book left out by mistake, so that I take the opportunity—Yes; undoubtedly the best summer so far, in spite of execrable weather, no bath, one servant, & an E.C. down a winding glade. To that verdict we both set our hands. The place is enchanting, & though in my jealous moods I’ve reconnoitred & scrutinised every other house, on the whole I decide that this is best. Even the schoolchildren’s voices, if one thinks of them as swifts & martins skirling round the eaves, exhilarate instead of annoying. We now give them apples, rejecting their pence, & requiring in return that they shall respect the orchard. They had already stripped several trees. As I say the time has vanished, & we are back before we have been here. Nelly, by the way, returns. I must try to say nothing sharp, though inclined to. After all, without education,—there are excuses.

I have neither written nor read since Monday, owing to a threatening of headache. It was this, not Eliot I suppose, that broke off Jacob. Very slowly the well, so dry last week, seems to be re-filling. I could invent again—But first I must do Evelyn, then, perhaps, Women. I think Richmond will take as many articles from me as necessary—Murry, I notice, answers nothing; neither prints nor returns my story. Are these the manners of the underworld—what I call ‘showing off’? It doesn’t much matter. I had my account from Gerald this morning—a little disappointing, I think—I’ve sold 500 since January—which makes 1600 in all; in 8 months that is. Now it will slack off, & creep very slowly to the 2,000. I don’t very much care—but then, it gets more & more doubtful if I shall make enough money this way. Rowntree has quarrelled with the Contemporary & brought L.’s supplement to an end. We lose £250 a year—& this is the most serious part of it, for the supplement was scarcely worth while in that form. We find ourselves free however—& so speculate about travel—Italy, Greece, France—Oh well, we rummage in the great bran pie very energetically—Why not install Partridge, let Hogarth, & kick up our heels? Nessa—did I say—? has invented Major Grant & his equipage in the basement & thus gets rid of cooks. All houses will be run like this in a few years. And now its clearing: blue sky with ice bergs. I must go & see Mr Botten about sending butter. One of the charms of Rodmell is the human life: everyone does the same thing at the same hour: when the old vicar performs erratically on the bells, after churching the women, everybody hears him, & knows what he’s up to. Everyone is in his, or their garden; lamps are lit, but people like the last daylight, which was brown purple last night, heavy with all this rain. What I mean is that we are a community.

RICHMOND"
1920.10.18,"This is a long break, & perhaps I should not fill it now if it were not that I am in from the Club, & can’t settle to anything. Yet we have been back seventeen days, have seen a number of people, & harboured more thoughts than there are words in my mind for: here L. came in, & told me that Rowntree wants to reconsider the death of the Supplement; will almost certainly keep it on, with a smaller staff. I’m afraid I wasn’t pleased; for here we are tied again, L. accepting £200 instead of £250; & no chance of Italy. We argued, & my fears were said to be foolish; & I daresay they are. Only I’m alarmed, sometimes, to think how easily L. might devote himself to a cause. I do my utmost to ruin his career.

Who have we seen? The usual people, Nessa & Duncan Clive Mary Stracheys Stephens, Ka, Arnold Forsters,—Kot, too, who came to bring us Tchehov, & was so excited over it & other projects as to twang like a fiddle, instead of solemnly resounding as usual like a full barrel of beer. We are well launched upon the work of the Press. Partridge—Ralph I should call him—is putting his ox’s shoulder to the wheel, & intends to do “hurricane” business. We are bringing out Three Stories by L.: my book; (printed for an experiment by McDermott;) & have in view Tchehov, Eliot, Roger, possibly Lytton’s essays; & now little priggish Mervyn A.F. wishes to employ us to print his ‘rhymes’,—which will be bad, but it is amusing to sell our skill."
1920.10.25,"Why is life so tragic; so like a little strip of pavement over an abyss. I look down; I feel giddy; I wonder how I am ever to walk to the end. But why do I feel this? Now that I say it I don’t feel it. The fire burns; we are going to hear the Beggars Opera. Only it lies about me; I can’t keep my eyes shut. It’s a feeling of impotence: of cutting no ice. Here I sit at Richmond, & like a lantern stood in the middle of a field my light goes up in darkness. Melancholy diminishes as I write. Why then don’t I write it down oftener? Well, one’s vanity forbids. I want to appear a success even to myself. Yet I dont get to the bottom of it. Its having no children, living away from friends, failing to write well, spending too much on food, growing old—I think too much of whys & wherefores: too much of myself. I dont like time to flap round me. Well then, work. Yes, but I so soon tire of work—can’t read more than a little, an hour’s writing is enough for me. Out here no one comes in to waste time pleasantly. If they do, I’m cross. The labour of going to London is too great. Nessa’s children grow up, & I cant have them in to tea, or go to the Zoo. Pocket money doesn’t allow of much. Yet I’m persuaded that these are trivial things: its life itself, I think sometimes, for us in our generation so tragic—no newspaper placard without its shriek of agony from some one. McSwiney this afternoon & violence in Ireland; or it’ll be the strike. Unhappiness is everywhere; just beyond the door; or stupidity which is worse. Still I dont pluck the nettle out of me. To write Jacob’s Room again will revive my fibres, I feel. Evelyn is done: but I don’t like what I write now. And with it all how happy I am—if it weren’t for my feeling that its a strip of pavement over an abyss."
1920.11.10,"I have walked some way further along the strip of pavement without falling in. Business has kept me stepping out briskly, & then, making an effort, I bought a coat & skirt, & began my social winter at Mrs Samuel Bruce’s, between Katie & Elena again, again hearing the same things, & saying the same things. Nelly Cecil spent the night with us, honest, humble, shabby, distinguished. The only people she likes are writers; her own friends she despises a little. De la Mare & Mary Coleridge she respects. Nessa’s room at Gordon Square is becoming what the drawing room at 46 was 5 or 6 years ago. I go there & find that astonishing brightness in the heart of darkness. Julian coming in with his French lesson; Angelica hung with beads, riding on Roger’s foot; Clive claret coloured & yellow like a canary; Duncan vague in the background, sitting astride a chair, looking with blurred eyes rather dimly. Then we dined with Roger, & with the Sturgeons, & altogether I sometimes feel that not to have a refuge here would be a bad thing—I don’t know. Ralph hints at a plan of sharing a London house with us—which tempts me, on some days. All three of us set up L.’s story this afternoon. I’ve been writing to finish my book; & not a word set to Jacob yet; & I must prepare a chapter for the memoir club; & so, in spite of no reviewing, I don’t do as I planned. The house now runs very smoothly, indeed melodiously. Didn’t I have tea off Nelly’s butter? days fly as usual; & I’m writing a story to ask why—

L. at work on a book for Snowden: endlessly reviewing too; no news yet from Rowntree about the supt. & that reminds me of the pickle I got into over Evelyn in the Lit. Supt. last week. 4 mistakes in 4 columns."
1920.11.13,"This book is badly treated again; & I forget what my excuses are—no desire to write in it the chief I expect. Now I’ve finished the Symposium [Plato] I may relent perhaps. The Waterlows dined last night—Dawks exactly like a squawking dab chick, waistless, in black, about to bear a child. She is a persistent, pertinacious woman, & keeps her end up by force of will. Beauty has not blessed her. Later she complained to me of her discontent—how she feels small, insignificant purposeless. I sketched a plan of her life, to which facts do not correspond. Sydney boomed out in the background that he too was unhappy “of course I’m unhappy—aren’t we all unhappy?—isn’t it inevitable, seeing that no one of us has any satisfactory scheme of things?” This quest for a scheme comes from living with Murry, who is in pursuit of one very laboriously, hunting it through the columns of the Athenaeum, for which reason Roger has broken with him—& that too we discussed, & how he turned Dawks out of the house. I laughed a good deal, & cheered myself at their discontent. Molly & Desmond seem more seriously in debt than I realised; & have somehow warded off their creditors by mortgaging old Mrs MacCarthy’s life. Poor Dawks, who has about £1600 a year complains of John’s behaviour, which entirely ruins her day. So they take the children to the Zoo on Sundays—An odd looking couple—the wrong assortment. Unromantic—terribly unromantic.

L. now translating Tchekov, & I must set to on my share, I suppose. Ralph comes twice a week or so, an indomitable, perhaps rather domineering, young man; loves dancing; in the pink of health; a healthy brain. He described a brothel the other night—how, after the event, he & the girl sat over the fire, discussing the coal strike. Girls paraded before him—that was what pleased him—the sense of power."
1920.11.23,"We see too many people for me to describe them, had I the time. I have lived the past 2 weeks methodically, printing till dark, allowing myself a day off, arranging things rather successfully; so my strip of pavement (I bag that phrase for Jacob) widens. O but Ive quarrelled with Nessa & Duncan! I’m standing on my dignity. They choose to tell me lies—very well, I don’t go near them till I’m asked. Will they notice? Not in all that shindy of children &c: but I’m cheerful & composed, & conscious of the immense value of my visits. Hope has been for the weekend—over-dressed, over elaborate, scented, extravagant, yet with thick nose, thick ankles; a little unrefined, I mean. That is I like her very much & think her very clever; but I don’t like women who are vain & lacking in self-confidence at the same time. It is easily explicable—the rich uncultivated father, brother a trim officer; wealth; health; Jane superimposed, & the greed, like a greed for almond paste, for fame. We talked very well together all the same; & I did my writing (a review of Lawrence sprung upon me) all the same. Why do I dislike unbalanced criticism so much—silliness about Edith Sitwell & Fredegond? As when Ottoline loads her mantelpiece with knick knacks. Old Gumbo in her brown overcoat, spontaneous & emphatic showed up very well beside her. But I’m exaggerating her defects. She is clever & subtle, & if she hasn’t much generosity, I’m not sure that clever people always have.

Then yesterday came Bob for tea, uneasy like a dog who has been roundly beaten for stealing from a butcher’s shop, at coming uninvited, & offering to go & leave us to work every 10 minutes. Then we got on to the Poetic Drama & he owned to having begun a new one three days ago. His arguments about the need of writing classical drama, not modern drama, evidently long in use; & I thoughtlessly asked him to write prose⁠[.] “I might as well ask you to write poetry!” he said. Indeed it was unkind. Still he showed up less angular & more considerate & mellow than usual, though L. detected pain in his eye—the legacy of Gladys Deacon perhaps. I like him for praising other writers so unthinkingly—without regard that is to his own position. He praised Eliot’s criticism, which had, he said, taken away his own confidence in the poetic drama. I doubt not that under the larches of Leith Hill that will flourish again. The most amusing of his refrains was about Norton. To hear Bob sigh & tread delicately like a hippopotamus holding its breath one would suppose Norton suicidal & maniac. The truth seems to be ‘but you must discount what I say—its very difficult to know what impression I’m giving—yet one must say something to his friends; & I think its going to be all right now; if we can get over the next few weeks—’ The truth is that he has given up mathematics ostensibly on Craig’s advice, feels humiliated, & daren’t face his friends, poor devil, Gordon Square that is. I think I can trace the crisis far back; his powers proving not quite what he thought; worry; strain; despondency; envisaging failure; thought of boasting; dread of being ridiculous—all that, & then his appearance against him with young women, morbid about sex, which clearly isn’t his strong line; culminating in a kind of breakdown on the motherly housemaid’s knee of good Bessy. There he sticks, afraid to issue out, without prospects, a man who has trusted entirely in intellect, & taken his cue from that, given to despising, rejecting, & tacitly claiming an exalted rank on the strength of mathematics which cant be done, & never could be done, I expect. (I quote Maynard) Such an egotist too; never able to see any other face save his own; & worrying out such laborious relationships always b⁠[etw]⁠een himself & other people. Now, poor creature, for I pity him & know his case from my own past, he translates stories from the French, & a book said to want doing by Ponsonby. I can imagine the kind of humility that must be on him, & how he gropes this winter, for some possible method in the future. And here’s L. & I can’t go on about the Memoir Club!"
1920.12.05,"The Memoir Club was fearfully brilliant—I mean I was; & Leonard so much more impressive with so much less pains; & Morgan very professional; & Mary never laughed once at my jokes. Well, I shall laugh loud at hers next Wednesday to make up. For here I am skipped to December, & only writing now I fear because my brain is tired of reading Coleridge. Why do I read Coleridge? Is it partly the result of Eliot whom I’ve not read; but L. has & reviewed & praised into the bargain. Eliot & Goldie dined here t’other night—a successful party. A cold in the head made me desperate like wine—nothing seemed to matter. I laughed in the grim marble face & got a twinkle back. What a big white face he has beside Goldie’s mobile brown monkey one! A mouth twisted & shut; not a single line free & easy; all caught, pressed, inhibited; but great driving power some where—& my word what concentration of the eye when he argues! We discussed criticism, & I find he thinks himself a poet. A little human laughter comes very welcome to him, as I guess, & I think he would willingly break up his formal ways. His details about his father in law’s appendicitis were very precise. My guess is that he wishes to detach himself from sets, & welcomes us as an escape. Then—what? Gerald Duckworth engaged to Miss Chad—does that count as news? dinner at the Toynbees, but I cant go into that. What do I want to go into? How hard we work—thats what impresses me this winter: every compartment stuffed tight, chiefly owing to the press. Whether we can keep it up, I don’t know. Then, both so popular, so well known, so much respected—& Leonard 40, & I nearing it, so there’s not much to boast of. In my heart, too, I prefer the nondescript anonymous days of youth. I like youthful minds; & the sense that no one’s yet anybody. This refers, with shocking slovenliness—but what will you? I cant write 2,000 words an hour carefully—to tea with Miss Hussey at Clifford’s Inn. I dont know why I saw my own youth there: she on her own, a journalist, poor, untidy, enthusiastic; & a younger brother coming in, to tea; not so clever, at least not launched; awkward; oh but so young! Both going off to the play, as Adrian & I did, years ago; but perhaps she’s happier than I was. Figure a poverty stricken room; gas fire broken; margarine; one table; books, mostly cheap ones; writing table; no ornament or easy chair—(perhaps I had it) dark november day; up several staircases; bath, kitchen behind a dingy curtain, & another woman sharing. We talked about the need of education. “Surely education must achieve something” the brother stammered. She would have none of it—clever, & paradoxical, & flighty—advanced; but I forgive all that for the sake of youth."
1920.12.12,"Nearing the end of the year. Everything muffled in snow & crisp with frost; streets knobbed & slippery; hands grimy as cold for some reason always makes them. Here we sit over the fire, expecting Roger—whose book is out; as everyone’s book is out—Katherine’s, Murry’s, Eliot’s. None have I read so far. I was happy to hear K. abused the other night. Now why? Partly some obscure feeling that she advertises herself; or Murry does it for her; & then how bad the Athenaeum stories are; yet in my heart I must think her good, since I’m glad to hear her abused.

Scenes now come to mind. Gordon Square at tea time—All those branches twisting themselves so fluently, like the Laocoon; so I saw them from Ralph’s upper room. Then there’s Lytton coming round to tea. At once we plunge, even on the cold pavement, into literature. Eliot’s book—“serious” far far better than the journalists—disgraceful review by Lynd. “Still he’s cut & dried—leaves cut—don’t like Milton.”—Shall Lytton write to the Nation? What about Vic? So we pace to Nessa’s door. And Ralph? Well, I wdn’t marry Ralph—A despot. True. But whats to happen to C. She can’t live indefinitely with me—Perhaps with him? Door opens, in I go; up I go; children there; sit over the stove; Nessa draws pictures for Angelica. And home again.

Molly Hamilton next. I’m enlarging my sphere, not very widely, but I take pains to accept what’s offered. When accepted, I feel that I must make the most. It’s not for nothing that I go out to tea. So there we sit, scratching on the match box. “I’m assistant editor to the Review of Reviews—at a salary of £570!” she cried. And so her mother can live in London; & she’s launched; poor Molly can do all this by chaining herself to the desk. There the desk was & books laid out as you see them in shops. Did the match burst into flame? Yes, I think so, about happiness, & human beings. I try not to think whether I’m liked for saying things, or what impression I make, only whether I think the things I say. But with another human being this is very difficult—so susceptible am I, so vain. The poetess came in—poor hard boiled egg, duck’s egg; going to dine at the Club, taking herself off.

I forget my first view of Molly, going down the Strand the night of the Cenotaph; such a lurid scene, like one in Hell. A soundless street; no traffic; but people marching. Clear, cold, & windless. A bright light in the Strand; women crying Remember the Glorious Dead, & holding out chrysanthemums. Always the sound of feet on the pavement. Faces bright & lurid—poor M.’s worn enough by that illumination. I touched her arm; whereupon she jumped, like some one woken. A ghastly procession of people in their sleep."
1920.12.19,"This I see will be the last page of the year, since I go to Janet tomorrow for the night; dine in London at a festival party on Tuesday night; & leave for Rodmell on Wednesday. I shan’t take this book with me, though if I’m in the mood I might scribble a page to bring back. I ought to say how happy I am, since one of these pages said how unhappy I was. I can’t see any reason in it. My only guess is that it has something to do with working steadily; writing things out of my head; & never having a compartment empty. That doesn’t mean that I dont stuff the corners with idle moments. I gaze at the fire. I make phrases—well, thats all well known. I can’t help suspecting that both Mr & Mrs Woolf slowly increase in fame. That helps to fill compartments. No doubt I like getting letters from publishers: even to be asked to preside over Mr Beresford slightly kindles me. Next year I shall be above all that. I’ve plucked out my jealousy of Katherine by writing her an insincere-sincere letter. Her books praised for a column in the Lit Sup—the prelude of paeans to come. I foresee editions; then the Hawthornden prize next summer. So I’ve had my little nettle growing in me, & plucked it as I say. I’ve revived my affection for her somehow, & don’t mind, in fact enjoy. But I’ve not read her book.

My book seems to me rather good. L.’s book seems to him (so I interpret) rather good. I am entreated to write for the T.L.S. True, I’m not asked to write for the Dial. Lytton is. Lytton dined here the other night; tired, wearied, by C. & P. I suspect, out every night at Gordon Square & pretending doubts about Vic. We discussed Norton’s case. L. very loyal to Apostles in distress, & refusing my irreverent analysis. We talk of going to Italy together. Then there was Roger, on a bitter cold night, but we stoked up, & I’ve been given his book [Vision and Design]—a sumptuous book—in return for writing 200 addresses. I think it reads rudimentary compared with Coleridge. Fancy reforming poetry by discovering something scientific about the composition of light!

Then, characteristically, he deposited a bed, bookcases & stained glass windows in our hall; the glass, of course, broken. I observe that I’m soon muzzled; & my depredations in the herd instantly punished. Indeed, Nessa wouldn’t have me living next door for something. Indeed, my retort is, I wouldn’t live there. I see myself now taking my own line apart from theirs. One of these days I shan’t know Clive if I meet him. I want to know all sorts of other people—retaining only Nessa & Duncan, I think.

The Olivers dined here; Ray sitting impassive in the arm chair, rotund, massive, a little surly, in the style of Widow Creighton. Oliver discussed music. She disapproves of abstract questions in a world where there are so many concrete ones. When she dines out she relaxes. A strange life—to believe in that division between reality & unreality. So we reach the end of the year; which is for us cheerful, I think. For one thing we want to get to Rodmell; to see what has happened to the garden. I shall like a soft grey walk. Then the post. Then reading. Then sitting in the chimney corner. I shall walk out on the flats. We take the servants & ensure comfort, for by contriving it, we’re now on the best of terms with them. Left to myself I should invite people down.—then probably regret it. But this is dawdling & rambling—never mind—this poor book must take what it can get & be thankful. (I use my new blotter, just given me by L. for the first time.)"
